Category,Price (INR)_mean,Price (INR)_median,Price (INR)_std,Price (INR)_min,Price (INR)_max,Rating_mean,Rating_median,Rating_std,Rating_min,Rating_max,Rating Count_mean,Rating Count_median,Rating Count_std,Rating Count_min,Rating Count_max
Desi Indian Snacks,140.5,142.0,8.7,129.0,149.0,4.1,4.15,0.22,3.8,4.3,417.0,398.5,272.29,179.0,692.0
Desi Indian Snacks ,155.0,165.0,14.14,135.0,165.0,4.32,4.3,0.3,3.9,4.7,291.6,321.0,207.06,26.0,521.0
Desi Rice Bowls,263.44,269.0,43.57,199.0,419.0,4.56,4.7,0.45,1.6,5.0,25.55,9.0,58.77,1.0,389.0
Desi Sandwiches,183.29,199.0,41.04,129.0,259.0,4.51,4.6,0.49,2.8,5.0,3.43,2.0,2.97,1.0,12.0
Desi Starters,300.0,300.0,,300.0,300.0,3.8,3.8,,3.8,3.8,3.0,3.0,,3.0,3.0
Dessert,110.67,99.0,72.37,39.0,495.0,4.29,4.3,0.46,2.1,5.0,49.67,16.0,103.95,1.0,891.0
Dessert And Beverages,159.0,159.0,,159.0,159.0,3.7,3.7,,3.7,3.7,17.0,17.0,,17.0,17.0
Dessert Items,100.0,75.0,35.36,75.0,150.0,4.08,4.3,0.68,3.0,4.8,18.0,11.0,14.93,7.0,42.0
Dessert Jar,306.0,299.0,12.12,299.0,320.0,4.63,4.5,0.32,4.4,5.0,3.33,3.0,2.52,1.0,6.0
Dessert Jars,202.89,179.0,70.49,119.0,349.0,4.33,4.4,0.54,1.7,5.0,11.54,7.0,12.77,1.0,68.0
Dessert Sandwich,270.0,270.0,10.0,260.0,280.0,4.23,4.1,0.51,3.8,4.8,6.33,7.0,5.03,1.0,11.0
Dessert Sweets,58.0,58.0,,58.0,58.0,4.4,4.4,,4.4,4.4,59.0,59.0,,59.0,59.0
Dessert Tubs (Pure Veg),221.02,221.02,0.0,221.02,221.02,4.6,4.7,0.37,4.0,5.0,37.2,8.0,45.37,2.0,94.0
Desserts,132.11,115.0,73.71,14.0,879.0,4.34,4.4,0.47,1.5,5.0,34.09,9.0,80.73,1.0,960.0
Desserts ,126.54,109.0,49.37,39.0,199.0,4.42,4.5,0.63,1.8,5.0,19.93,4.0,66.9,1.0,531.0
Desserts & Beverages,103.19,108.57,36.67,29.0,209.0,4.39,4.4,0.41,3.2,5.0,23.2,4.0,48.46,1.0,358.0
Desserts & Drinks,81.43,99.0,41.19,20.0,349.0,4.4,4.5,0.38,2.8,5.0,5.52,2.0,13.57,1.0,115.0
Desserts & Jar Cakes,164.0,164.0,51.96,119.0,209.0,4.18,4.05,0.45,3.8,4.8,16.75,3.5,28.27,1.0,59.0
Desserts & Puddings,95.67,109.0,23.09,69.0,109.0,3.57,3.3,0.46,3.3,4.1,7.0,3.0,8.72,1.0,17.0
Desserts - Cakes & Muffins,230.0,230.0,,230.0,230.0,4.9,4.9,,4.9,4.9,3.0,3.0,,3.0,3.0
Desserts And Beverages,129.0,139.0,41.23,59.0,159.0,3.98,4.3,0.64,3.0,4.6,4.8,4.0,2.05,3.0,7.0
Desserts And Sundaes,309.0,314.0,63.25,199.0,389.0,4.13,4.2,0.57,3.3,4.7,3.0,2.5,1.79,1.0,6.0
Desserts and Beverages,95.45,74.0,35.13,60.0,149.0,3.86,3.9,0.47,2.8,4.8,29.1,7.5,33.69,1.0,94.0
Desserts and Sweets,189.0,210.0,83.76,49.0,378.0,4.28,4.7,0.76,2.8,5.0,10.69,7.0,11.23,3.0,40.0
"Desserts, Waffles & Sundaes",243.0,259.0,110.82,59.0,339.0,4.12,4.5,0.83,2.7,4.7,2.6,2.0,2.51,1.0,7.0
Desserts.,96.72,93.33,25.83,49.0,127.0,4.5,4.5,0.37,3.2,5.0,82.85,62.5,79.07,5.0,311.0
Desserts/ Falooda's,214.17,217.5,57.92,125.0,290.0,3.98,4.05,0.9,2.6,5.0,25.5,21.0,19.65,6.0,61.0
Dessrt Chhena,231.43,240.0,80.71,120.0,300.0,4.77,4.7,0.17,4.6,5.0,61.57,21.0,71.64,3.0,160.0
Detox Tea,55.0,52.5,12.25,45.0,75.0,4.4,4.45,0.63,3.7,5.0,2.17,2.0,1.17,1.0,4.0
Dhokla,110.33,101.5,51.57,60.0,189.0,4.42,4.4,0.19,4.1,4.7,172.67,158.0,159.25,10.0,419.0
Dhoodh Wali Chai,58.75,55.0,11.57,45.0,75.0,4.38,4.4,0.4,3.6,4.9,44.38,11.0,71.27,2.0,213.0
Dilli Di Chaat,88.33,90.0,12.58,75.0,100.0,3.7,3.9,0.53,3.1,4.1,12.67,4.0,15.01,4.0,30.0
Dilli Ki Chaat,134.0,134.0,14.14,124.0,144.0,4.55,4.55,0.64,4.1,5.0,2.5,2.5,0.71,2.0,3.0
Dilli Wala Breakfast,155.0,150.0,19.15,140.0,180.0,4.1,4.1,0.18,3.9,4.3,10.75,11.0,7.85,3.0,18.0
Dimsum,225.0,225.0,,225.0,225.0,4.9,4.9,,4.9,4.9,6.0,6.0,,6.0,6.0
Dinner,147.33,165.0,38.45,70.0,169.0,4.28,4.45,0.58,3.2,4.9,15.67,11.5,13.62,3.0,37.0
Dinner Special,180.0,180.0,30.98,140.0,220.0,4.43,4.5,0.31,3.9,4.8,184.33,15.5,314.26,6.0,790.0
Dips,34.21,30.0,15.66,1.9,75.0,4.43,4.4,0.46,3.0,5.0,40.75,6.0,133.86,1.0,913.0
Dips & Salads,166.67,160.0,40.41,130.0,210.0,4.5,4.4,0.26,4.3,4.8,20.33,20.0,5.51,15.0,26.0
Divine Duos = Desserts + Ice Creams,163.0,163.0,7.07,158.0,168.0,4.75,4.75,0.07,4.7,4.8,1.5,1.5,0.71,1.0,2.0
Diwali Crackling Combos,220.0,220.0,,220.0,220.0,4.2,4.2,,4.2,4.2,20.0,20.0,,20.0,20.0
Diwali Dhamaka Offer,550.0,550.0,,550.0,550.0,4.1,4.1,,4.1,4.1,25.0,25.0,,25.0,25.0
Diwali Quick Picks,217.0,217.0,0.0,217.0,217.0,4.35,4.35,0.78,3.8,4.9,4.5,4.5,0.71,4.0,5.0
Diwali Speacial,665.0,665.0,269.23,415.0,915.0,4.35,4.25,0.54,3.9,5.0,8.25,9.0,3.77,3.0,12.0
Diwali Special,285.0,270.0,123.96,150.0,450.0,4.75,4.8,0.26,4.4,5.0,6.25,2.0,9.22,1.0,20.0
Dnb Happy Combo,332.38,332.38,,332.38,332.38,4.3,4.3,,4.3,4.3,1.0,1.0,,1.0,1.0
Doi,39.0,39.0,,39.0,39.0,4.4,4.4,,4.4,4.4,151.0,151.0,,151.0,151.0
Doi / Dahi,170.0,200.0,88.88,70.0,240.0,4.9,5.0,0.17,4.7,5.0,33.0,7.0,48.54,3.0,89.0
Dominos Classics,268.99,259.0,91.95,109.0,669.0,4.36,4.4,0.51,2.0,5.0,46.99,18.0,77.16,1.0,482.0
Donut Boxes,655.6,485.71,402.58,243.0,1600.0,4.65,4.8,0.39,3.6,5.0,42.04,10.0,69.33,2.0,245.0
Donuts,93.0,99.0,9.07,79.0,99.0,4.04,4.2,0.65,3.1,4.8,24.5,11.0,28.22,5.0,72.0
Dos,140.0,140.0,,140.0,140.0,5.0,5.0,,5.0,5.0,2.0,2.0,,2.0,2.0
Dosa,155.04,149.0,57.17,32.81,405.0,4.24,4.4,0.6,1.6,5.0,90.53,21.0,171.83,1.0,926.0
Dosa  & Uttappam,135.25,130.0,15.93,110.0,165.0,4.29,4.45,0.76,2.8,5.0,53.08,10.5,126.34,3.0,448.0
Dosa  Beetroot,127.0,127.0,16.97,115.0,139.0,4.7,4.7,0.28,4.5,4.9,143.5,143.5,75.66,90.0,197.0
Dosa  Carrot,127.0,127.0,16.97,115.0,139.0,4.55,4.55,0.21,4.4,4.7,96.5,96.5,94.05,30.0,163.0
Dosa  Tomato,127.0,127.0,16.97,115.0,139.0,4.4,4.4,0.14,4.3,4.5,105.5,105.5,79.9,49.0,162.0
Dosa & Idiyappam,142.86,130.0,51.39,95.0,210.0,4.51,4.6,0.37,3.9,4.9,9.29,9.0,3.64,4.0,15.0
Dosa Classic,203.89,200.0,40.6,145.0,275.0,4.48,4.6,0.42,3.6,4.9,33.78,31.0,28.98,3.0,84.0
Dosa Masala,162.5,155.0,22.81,130.0,195.0,4.46,4.55,0.37,3.8,5.0,46.33,11.5,106.5,5.0,382.0
Dosa Plain,158.62,189.0,52.88,75.0,220.0,4.41,4.5,0.37,3.6,5.0,106.54,39.0,182.1,7.0,686.0
Dosa Specialities,171.25,172.5,16.52,150.0,190.0,4.22,4.05,0.46,3.9,4.9,5.25,5.0,1.5,4.0,7.0
Dosa Specials,158.0,159.0,50.21,30.0,249.0,4.47,4.65,0.56,2.2,5.0,162.9,103.5,180.72,2.0,978.0
Dosa Varieties,109.65,108.0,19.51,80.0,140.0,4.22,4.2,0.38,3.7,5.0,41.88,32.0,34.42,5.0,118.0
Dosa's,99.14,89.5,24.87,69.0,139.0,4.56,4.6,0.31,3.8,5.0,198.14,96.5,255.22,3.0,771.0
Dosai Classic,280.77,280.0,25.65,210.0,320.0,4.39,4.5,0.45,3.3,4.9,19.62,4.0,44.95,1.0,167.0
Dosas,172.82,170.0,52.08,79.0,310.0,4.15,4.3,0.74,2.0,5.0,60.45,14.5,146.33,1.0,886.0
Dosas And Uttapams,136.88,130.0,31.21,65.0,169.0,4.04,4.3,0.79,2.2,4.9,22.18,9.0,27.62,3.0,82.0
Dosirak [Thali],635.0,635.0,0.0,635.0,635.0,4.8,4.8,0.0,4.8,4.8,8.5,8.5,6.36,4.0,13.0
Double Down Burger,408.26,429.0,126.95,259.0,679.0,4.47,4.5,0.39,2.9,5.0,18.23,5.0,26.07,1.0,108.0
Double Patty Burgers & Meals,307.81,316.0,119.13,88.57,547.0,4.37,4.4,0.6,1.8,5.0,22.47,6.0,50.31,1.0,403.0
"Double Scoops, Double Smiles",178.39,177.97,5.07,169.49,190.68,4.31,4.4,0.62,3.5,5.0,1.4,1.0,0.7,1.0,3.0
Double Topping Pizza,151.2,149.5,10.95,138.0,165.0,4.33,4.45,0.44,3.3,4.9,17.7,7.5,21.08,3.0,68.0
Double Trouble Burgers,169.0,169.0,0.0,169.0,169.0,4.85,4.85,0.21,4.7,5.0,6.5,6.5,4.95,3.0,10.0
Doughnut,41.39,39.83,4.23,39.0,50.0,4.57,4.65,0.26,4.2,4.8,9.83,7.0,6.55,4.0,18.0
Dragon Panda Special Combos,650.0,650.0,70.71,600.0,700.0,4.25,4.25,0.07,4.2,4.3,20.5,20.5,2.12,19.0,22.0
Dream Cake (Mini Pack),240.0,240.0,,240.0,240.0,4.9,4.9,,4.9,4.9,2.0,2.0,,2.0,2.0
Drink,71.33,75.0,19.76,50.0,89.0,3.6,3.8,0.44,3.1,3.9,2.33,3.0,1.15,1.0,3.0
Drinks,83.4,99.0,36.5,20.0,280.0,4.31,4.3,0.47,2.3,5.0,13.98,3.0,29.15,1.0,254.0
Drinks & Desserts,92.63,99.0,79.17,20.0,349.0,4.41,4.4,0.43,3.0,5.0,5.22,2.0,5.45,1.0,18.0
Drinks (Beverages),55.0,66.67,23.34,20.0,66.67,4.38,4.5,0.32,3.9,4.6,79.25,36.0,103.84,11.0,234.0
Drinks (beverages),144.44,199.0,68.24,50.0,199.0,4.24,4.1,0.57,3.5,5.0,11.67,7.0,10.06,1.0,31.0
Drinks Beverages,25.0,25.0,,25.0,25.0,5.0,5.0,,5.0,5.0,6.0,6.0,,6.0,6.0
Dry Cakes,199.91,200.0,148.75,40.0,498.0,4.5,4.6,0.43,3.6,5.0,50.82,6.0,172.04,1.0,717.0
Dry Fruit,126.93,140.0,23.35,84.0,140.0,4.59,4.7,0.36,3.5,4.9,92.67,40.0,147.24,4.0,566.0
Dry Fruit Cans,650.0,400.0,625.78,220.0,1580.0,4.25,4.85,1.3,2.3,5.0,22.0,21.0,12.81,11.0,35.0
Dry Fruit Item,249.5,249.5,0.71,249.0,250.0,4.75,4.75,0.35,4.5,5.0,25.0,25.0,28.28,5.0,45.0
Dry Fruit Sweets,484.77,400.0,154.51,200.0,790.0,4.6,4.7,0.53,2.3,5.0,29.02,9.0,51.81,1.0,308.0
Dry Fruits,251.52,273.22,84.45,133.93,342.86,4.22,4.45,0.88,2.2,5.0,6.0,5.0,5.54,1.0,19.0
Dry Fruits & Roasted Nuts,853.57,700.0,350.72,425.0,1250.0,4.87,5.0,0.34,4.1,5.0,5.57,2.0,9.95,1.0,28.0
Dry Fruits Sweets,440.43,505.0,114.21,255.0,530.0,4.84,4.9,0.19,4.5,5.0,25.71,3.0,54.23,2.0,148.0
Dry Items,278.67,275.0,6.35,275.0,286.0,4.07,4.1,0.25,3.8,4.3,13.67,12.0,7.64,7.0,22.0
Dry Namkeens,172.64,170.0,80.29,20.0,406.0,4.4,4.6,0.62,2.2,5.0,39.88,22.0,39.74,4.0,137.0
Dry Snacks (chinese),245.67,239.0,11.55,239.0,259.0,4.2,4.2,0.5,3.7,4.7,7.0,1.0,10.39,1.0,19.0
Dry Sweet,112.5,105.0,28.72,90.0,150.0,4.75,4.75,0.13,4.6,4.9,60.5,60.0,65.31,2.0,120.0
Dry Sweets,73.58,36.0,70.03,22.0,255.0,4.54,4.6,0.35,3.6,5.0,104.42,80.0,90.15,3.0,336.0
Dry Vegetable,344.17,335.0,71.02,265.0,460.0,4.1,4.15,0.72,2.8,5.0,20.5,23.5,14.98,1.0,36.0
Dry Vegetables,439.33,369.0,121.82,369.0,580.0,3.7,3.7,0.0,3.7,3.7,3.33,3.0,0.58,3.0,4.0
Dryfruit Sweets,377.5,378.0,49.7,166.0,480.0,4.65,5.0,0.64,2.0,5.0,15.92,4.0,35.66,1.0,214.0
Duets By Steaming Mugs (combos),349.0,349.0,,349.0,349.0,4.6,4.6,,4.6,4.6,48.0,48.0,,48.0,48.0
Dugna Combo,299.0,299.0,0.0,299.0,299.0,4.35,4.35,0.31,3.8,4.7,4.5,3.5,4.23,1.0,12.0
Dum Biryani,233.92,233.92,7.18,228.85,239.0,4.4,4.4,0.28,4.2,4.6,4.5,4.5,4.95,1.0,8.0
Dum Biryani Thali,287.28,269.0,44.57,239.0,399.0,4.43,4.5,0.59,2.2,5.0,27.14,10.0,36.51,1.0,155.0
Dum Biryanis,484.09,523.0,67.8,297.0,543.0,4.35,4.5,0.51,3.0,5.0,10.21,9.0,8.0,1.0,28.0
Dum Biryanis (900 grams),801.97,767.0,98.05,637.0,947.0,4.52,4.7,0.46,3.3,5.0,14.27,12.0,13.93,2.0,62.0
Dum Mast Biryani,360.33,329.0,130.81,289.0,829.0,4.4,4.4,0.36,3.5,4.8,74.4,31.0,126.43,4.0,508.0
Dumpling,155.0,155.0,14.14,145.0,165.0,3.95,3.95,0.78,3.4,4.5,5.0,5.0,2.83,3.0,7.0
Dumplings,180.1,184.0,23.06,150.0,210.0,4.13,4.15,0.5,3.0,4.7,10.0,8.5,7.6,3.0,28.0
Dumplings [6 Pcs],435.0,445.0,62.18,345.0,525.0,4.71,4.7,0.18,4.5,5.0,15.14,13.0,6.12,8.0,24.0
Duo Meals,233.0,218.0,69.18,166.0,330.0,4.6,4.7,0.42,4.0,5.0,7.75,3.0,10.18,2.0,23.0
Durga Puja Specials,570.0,570.0,,570.0,570.0,4.5,4.5,,4.5,4.5,16.0,16.0,,16.0,16.0
EID special sweet box,576.2,576.2,,576.2,576.2,4.2,4.2,,4.2,4.2,15.0,15.0,,15.0,15.0
EPIC SAVINGS BUCKET FOR 3-4 (UP TO 32% OFF),745.4,749.0,97.35,579.0,894.88,4.32,4.4,0.49,1.7,5.0,89.99,44.0,138.82,1.0,972.0
EPIC VALUE MEALS FOR 1-2 (UP TO 22% OFF),417.22,399.05,109.51,289.0,599.05,4.31,4.4,0.44,2.5,5.0,43.39,12.5,83.42,1.0,679.0
Easy bites,185.0,170.0,67.58,120.0,280.0,3.95,4.15,0.89,2.7,4.8,11.5,8.5,9.68,4.0,25.0
Eat At Desk Meals,237.75,244.0,28.0,199.0,279.0,4.14,3.9,0.47,3.7,5.0,2.5,2.5,1.69,1.0,6.0
Eclairs,105.0,105.0,,105.0,105.0,4.5,4.5,,4.5,4.5,17.0,17.0,,17.0,17.0
Economy Meal,99.19,100.0,50.75,17.0,165.0,4.22,4.25,0.54,2.8,5.0,17.19,11.0,17.42,2.0,64.0
Economy Meals,118.33,135.0,50.74,40.0,165.0,4.09,4.3,0.49,3.0,4.5,18.0,11.0,19.95,4.0,65.0
Edible Cup Mousse,65.0,65.0,,65.0,65.0,3.8,3.8,,3.8,3.8,13.0,13.0,,13.0,13.0
Egg,134.2,130.0,71.29,15.0,313.0,4.2,4.25,0.6,2.3,5.0,88.93,14.5,179.29,3.0,831.0
Egg Biryani,392.0,392.0,,392.0,392.0,3.6,3.6,,3.6,3.6,7.0,7.0,,7.0,7.0
Egg Dishes,55.0,55.0,21.21,40.0,70.0,4.05,4.05,0.07,4.0,4.1,262.0,262.0,114.55,181.0,343.0
Egg Gravy,229.0,229.0,,229.0,229.0,4.1,4.1,,4.1,4.1,12.0,12.0,,12.0,12.0
Egg Items,119.44,95.0,64.78,35.0,255.0,4.4,4.5,0.41,3.6,5.0,7.78,3.0,7.56,1.0,19.0
Egg Main Course,249.2,237.0,63.35,191.0,378.0,4.39,4.4,0.34,3.7,4.9,84.1,51.5,91.59,2.0,279.0
Egg Main Course & Starters,128.75,127.5,21.36,105.0,155.0,4.6,4.7,0.27,4.2,4.8,120.25,90.0,112.92,22.0,279.0
Egg Mains,300.0,300.0,,300.0,300.0,4.8,4.8,,4.8,4.8,21.0,21.0,,21.0,21.0
Egg Noodles,160.0,160.0,,160.0,160.0,4.6,4.6,,4.6,4.6,20.0,20.0,,20.0,20.0
Egg Rolls,100.0,100.0,21.21,85.0,115.0,2.95,2.95,0.64,2.5,3.4,9.5,9.5,9.19,3.0,16.0
Egg Special,146.75,141.0,46.2,87.0,240.0,4.16,4.2,0.31,3.7,4.6,17.75,14.5,15.33,3.0,47.0
Egg Starter Hub,42.0,42.0,4.24,39.0,45.0,4.55,4.55,0.35,4.3,4.8,3.0,3.0,0.0,3.0,3.0
Egg deluxe thali,430.0,430.0,,430.0,430.0,5.0,5.0,,5.0,5.0,3.0,3.0,,3.0,3.0
Egg special,100.0,100.0,,100.0,100.0,5.0,5.0,,5.0,5.0,10.0,10.0,,10.0,10.0
Eggless,145.0,145.0,7.07,140.0,150.0,4.9,4.9,0.14,4.8,5.0,2.0,2.0,1.41,1.0,3.0
Eggs,192.5,185.0,139.45,69.0,450.0,3.95,4.05,0.46,3.4,4.4,8.33,8.0,4.55,3.0,14.0
Eggs and Omelettes,557.0,545.0,40.13,495.0,605.0,4.22,4.6,0.73,2.9,4.7,4.88,6.0,2.3,1.0,7.0
Energetic Beverages,160.0,160.0,,160.0,160.0,4.3,4.3,,4.3,4.3,3.0,3.0,,3.0,3.0
Entre Dals,207.0,207.0,32.53,184.0,230.0,3.9,3.9,1.27,3.0,4.8,7.0,7.0,1.41,6.0,8.0
Entre In Panners,386.4,391.0,44.24,322.0,437.0,3.88,4.3,1.12,2.1,4.8,15.2,4.0,22.99,3.0,56.0
Entre In Vegetable Dishes,216.0,207.0,46.61,161.0,322.0,3.93,4.1,0.92,2.2,5.0,8.22,10.0,4.6,3.0,13.0
Epic Combos [FREE Coke & Choco Lava worth Rs.120],575.67,529.0,107.86,499.0,699.0,4.63,5.0,0.64,3.9,5.0,10.0,7.0,8.89,3.0,20.0
Epic Combos | Sandwiches @105 | Save upto 300,371.0,339.0,86.72,259.0,459.0,4.54,4.6,0.25,4.1,4.7,3.4,1.0,4.34,1.0,11.0
Epic Saver Bucket (save Up To 45%),1002.38,1002.38,263.31,816.19,1188.57,4.45,4.45,0.35,4.2,4.7,2.0,2.0,1.41,1.0,3.0
Epic Savings Bucket For 3-4 (up To 32% Off),734.01,749.0,115.63,579.0,859.05,4.08,3.95,0.36,3.8,4.6,53.5,32.0,61.88,7.0,143.0
Epic Savings Bucket for 3-4 (up to 32% off),741.03,748.57,88.34,579.05,828.57,4.31,4.4,0.53,2.1,5.0,54.01,21.0,96.05,1.0,749.0
Epic Value Meals For 1-2 (up To Rs 22% Off),439.9,428.52,111.6,299.05,599.05,3.95,3.8,0.57,3.3,4.9,52.33,41.0,51.99,1.0,140.0
Epic Value Meals for 1-2 (up to Rs 22% off),422.18,399.05,122.79,279.0,687.0,4.24,4.3,0.51,2.0,5.0,29.03,6.0,43.09,1.0,237.0
Ethnic Dishes,297.5,295.0,17.08,280.0,320.0,4.2,4.2,0.52,3.7,4.7,10.0,9.5,4.24,6.0,15.0
Evening Snacks,93.75,82.5,67.15,11.0,229.0,4.19,4.5,0.63,2.9,4.8,147.12,42.0,184.16,4.0,472.0
Evening Special,127.71,116.0,37.05,73.0,200.0,4.6,4.7,0.27,4.1,5.0,82.71,53.0,92.62,3.0,353.0
Evening Special Combos,65.67,73.0,12.7,51.0,73.0,4.73,4.7,0.25,4.5,5.0,4.67,4.0,2.08,3.0,7.0
Evening Special Menu,135.0,155.0,49.67,50.0,180.0,4.23,4.25,0.44,3.5,5.0,44.1,22.5,55.46,8.0,185.0
Evening Specials,150.25,149.0,14.08,119.0,169.0,4.58,4.6,0.16,4.1,4.8,104.19,82.0,82.65,2.0,298.0
Evening Specials[Bv],129.38,125.0,25.97,100.0,175.0,4.6,4.65,0.13,4.4,4.7,169.12,131.0,117.44,54.0,375.0
Evening Spl Sweet,100.0,100.0,,100.0,100.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0
Evening Tiffin,101.15,110.0,16.09,70.0,120.0,4.48,4.4,0.37,3.8,5.0,143.15,88.0,124.76,6.0,346.0
Everyday Biryani Combos,808.33,759.0,110.91,688.0,958.0,4.61,4.7,0.42,4.0,5.0,2.22,2.0,1.39,1.0,5.0
Everyday Classics,198.2,199.0,21.97,159.0,219.0,4.49,4.5,0.29,4.0,5.0,12.8,9.0,13.45,1.0,51.0
Everyday Meals For One,275.67,269.0,30.55,249.0,309.0,3.93,3.4,0.92,3.4,5.0,3.67,4.0,0.58,3.0,4.0
Everyday Value Meals,379.0,379.0,70.71,329.0,429.0,2.95,2.95,1.06,2.2,3.7,3.5,3.5,0.71,3.0,4.0
Everyday Wow! Day,559.0,559.0,0.0,559.0,559.0,4.72,4.8,0.34,4.3,5.0,3.0,3.0,1.63,1.0,5.0
Exclusive Combo,166.79,165.1,22.53,142.1,203.1,4.52,4.5,0.29,3.7,5.0,1.85,1.0,1.5,1.0,9.0
Exclusive Combos,211.33,200.0,39.25,179.0,255.0,4.63,4.5,0.32,4.4,5.0,53.67,3.0,88.62,2.0,156.0
Exclusive Deals (Save upto 40%),223.52,219.0,37.07,129.0,299.0,4.35,4.4,0.4,2.3,5.0,43.55,13.0,78.43,1.0,836.0
Executive Lunchbox,359.5,349.0,63.1,269.0,479.0,4.27,4.3,0.61,1.8,5.0,19.31,5.0,37.32,1.0,279.0
Executive Meal,244.0,244.0,63.64,199.0,289.0,3.9,3.9,0.57,3.5,4.3,157.5,157.5,153.44,49.0,266.0
Executive Meals,235.67,239.0,5.77,229.0,239.0,4.33,4.2,0.61,3.8,5.0,5.67,3.0,5.51,2.0,12.0
Executive Thalis,502.33,499.0,55.08,449.0,559.0,4.53,4.4,0.23,4.4,4.8,4.0,3.0,3.61,1.0,8.0
Exotic,550.5,550.5,62.93,506.0,595.0,4.7,4.7,0.42,4.4,5.0,2.0,2.0,1.41,1.0,3.0
Exotic Delight Sandwich,270.0,270.0,10.0,260.0,280.0,4.47,4.5,0.15,4.3,4.6,64.0,88.0,46.86,10.0,94.0
Exotic Fruits Ice Creams,89.0,89.0,,89.0,89.0,4.2,4.2,,4.2,4.2,1.0,1.0,,1.0,1.0
Exotic Vadapav,45.0,45.0,,45.0,45.0,3.1,3.1,,3.1,3.1,1.0,1.0,,1.0,1.0
Extra,60.28,29.0,57.52,23.0,175.0,3.98,4.1,0.75,2.2,4.9,19.94,15.5,17.99,2.0,59.0
Extra Add -ons,102.5,97.5,90.42,20.0,195.0,4.55,4.5,0.3,4.3,4.9,73.0,34.0,94.19,11.0,213.0
Extra Dip & Crispy Noodles,20.0,20.0,0.0,20.0,20.0,4.24,4.3,0.49,2.7,5.0,6.44,4.0,6.81,1.0,36.0
Extra Helpings,90.0,90.0,0.0,90.0,90.0,2.75,2.75,0.92,2.1,3.4,5.0,5.0,0.0,5.0,5.0
Extra Items,73.5,75.0,4.24,63.0,75.0,4.79,4.75,0.16,4.6,5.0,18.75,18.0,13.73,3.0,41.0
Extra Meals Items,74.75,78.0,6.5,65.0,78.0,4.7,4.75,0.14,4.5,4.8,23.75,22.0,4.99,20.0,31.0
Extra Side Dish,103.93,90.0,38.84,55.0,180.0,4.5,4.55,0.2,4.0,4.7,101.21,64.0,83.5,13.0,277.0
Extra Tiffin Itmes,78.0,78.0,0.0,78.0,78.0,4.5,4.5,0.16,4.3,4.7,79.5,82.0,65.43,6.0,148.0
Extra Value Meal Large,321.52,305.0,68.43,213.0,452.0,4.35,4.5,0.59,2.0,5.0,16.44,7.0,24.15,1.0,166.0
Extra Value Meal Medium,298.42,306.0,69.34,188.57,426.0,4.39,4.5,0.46,2.6,5.0,45.73,18.0,73.86,1.0,498.0
Extras,58.71,50.0,47.52,10.0,299.0,4.33,4.5,0.49,2.2,5.0,29.7,9.0,48.8,1.0,365.0
Extras [si],120.0,120.0,,120.0,120.0,4.2,4.2,,4.2,4.2,188.0,188.0,,188.0,188.0
FALHARI SPECIAL,80.0,80.0,,80.0,80.0,3.4,3.4,,3.4,3.4,8.0,8.0,,8.0,8.0
FLAT 179 SPECIAL MEALS/BUCKET,232.49,229.52,26.46,199.0,294.29,4.16,4.2,0.53,1.8,5.0,27.9,10.0,54.34,1.0,522.0
FRESH BREADS & NAAN,136.43,139.0,28.88,95.0,185.0,4.39,4.3,0.52,3.5,5.0,14.0,10.0,11.63,4.0,36.0
FROM LEMON SIDE,70.0,70.0,14.14,60.0,80.0,4.6,4.6,0.57,4.2,5.0,4.5,4.5,0.71,4.0,5.0
FROM THE SWEET TOOTH,85.0,85.0,7.07,80.0,90.0,4.75,4.75,0.07,4.7,4.8,76.0,76.0,0.0,76.0,76.0
Falooda,248.33,260.0,53.07,170.0,300.0,3.97,3.9,0.58,3.4,5.0,5.17,4.5,4.62,1.0,14.0
Faloodas,271.6,251.0,61.04,198.0,380.0,3.94,4.2,0.89,1.5,5.0,9.55,8.5,5.45,2.0,21.0
Faloodas(0),220.0,220.0,,220.0,220.0,4.5,4.5,,4.5,4.5,5.0,5.0,,5.0,5.0
Faluda,140.0,135.0,8.66,135.0,150.0,4.53,4.6,0.31,4.2,4.8,3.0,1.0,3.46,1.0,7.0
Family  Sundaes,335.0,335.0,0.0,335.0,335.0,4.65,4.6,0.3,4.4,5.0,120.5,113.0,60.72,69.0,187.0
Family & Party Special Combos,1599.0,1599.0,100.0,1499.0,1699.0,4.4,5.0,1.08,2.5,5.0,51.6,43.0,29.64,21.0,95.0
Family Binge Combos,434.08,424.5,156.17,199.0,680.0,3.64,4.15,1.16,2.0,5.0,6.58,5.0,4.03,2.0,15.0
Family Meal Box (serves 4 To 6),1999.0,2199.0,489.9,1399.0,2599.0,4.55,4.65,0.45,4.0,5.0,2.67,2.0,1.97,1.0,5.0
Family Meals,1084.0,1084.0,572.76,679.0,1489.0,4.15,4.15,0.64,3.7,4.6,14.5,14.5,14.85,4.0,25.0
Family Pack,419.5,419.5,0.0,419.5,419.5,4.63,4.8,0.58,3.1,5.0,42.22,32.0,34.42,1.0,125.0
Family Pack (3200ml),1139.0,1139.0,,1139.0,1139.0,4.3,4.3,,4.3,4.3,8.0,8.0,,8.0,8.0
